Sexo;Comunidad autónoma (1);Familia profesional (2);Total
Hombres;Castilla y León;SEGURIDAD Y MEDIO AMBIENTE;79,4
Hombres;Castilla y León;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;69,6
Hombres;Castilla y León;TEXTIL, CONFECCIÓN Y PIEL;62,7
Hombres;Castilla y León;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;65,8
Hombres;Castilla y León;VIDRIO Y CERÁMICA;.
Hombres;Castilla.La Mancha;ACTIVIDADES FÍSICAS Y DEPORTIVAS;95,6
Hombres;Castilla.La Mancha;ADMINISTRACIÓN Y GESTIÓN;92,1
Hombres;Castilla.La Mancha;AGRARIA;94,6
Hombres;Castilla.La Mancha;ARTES GRÁFICAS;100,0
Hombres;Castilla.La Mancha;ARTES Y ARTESANÍAS;.
Hombres;Castilla.La Mancha;COMERCIO Y MARKETING;94,7
Hombres;Castilla.La Mancha;EDIFICACIÓN Y OBRA CIVIL;98,0
Hombres;Castilla.La Mancha;ELECTRICIDAD Y ELECTRÓNICA;93,6
Hombres;Castilla.La Mancha;ENERGÍA Y AGUA;.
Hombres;Castilla.La Mancha;FABRICACIÓN MECÁNICA;95,3
Hombres;Castilla.La Mancha;HOSTELERÍA Y TURISMO;94,7
Hombres;Castilla.La Mancha;IMAGEN PERSONAL;93,0
Hombres;Castilla.La Mancha;IMAGEN Y SONIDO;91,9
Hombres;Castilla.La Mancha;INDUSTRIAS ALIMENTARIAS;95,0
Hombres;Castilla.La Mancha;INDUSTRIAS EXTRACTIVAS;.
Hombres;Castilla.La Mancha;INFORMÁTICA Y COMUNICACIONES;93,3
Hombres;Castilla.La Mancha;INSTALACIÓN Y MANTENIMIENTO;97,7
Hombres;Castilla.La Mancha;MADERA, MUEBLE Y CORCHO;89,2
Hombres;Castilla.La Mancha;MARÍTIMO-PESQUERA;.
Hombres;Castilla.La Mancha;QUÍMICA;97,5
Hombres;Castilla.La Mancha;SANIDAD;98,1
Hombres;Castilla.La Mancha;SEGURIDAD Y MEDIO AMBIENTE;97,3
Hombres;Castilla.La Mancha;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;94,0
Hombres;Castilla.La Mancha;TEXTIL, CONFECCIÓN Y PIEL;95,2
Hombres;Castilla.La Mancha;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;94,0
Hombres;Castilla.La Mancha;VIDRIO Y CERÁMICA;.
Hombres;Cataluña;ACTIVIDADES FÍSICAS Y DEPORTIVAS;..
Hombres;Cataluña;ADMINISTRACIÓN Y GESTIÓN;..
Hombres;Cataluña;AGRARIA;..
Hombres;Cataluña;ARTES GRÁFICAS;..
Hombres;Cataluña;ARTES Y ARTESANÍAS;..
Hombres;Cataluña;COMERCIO Y MARKETING;..
Hombres;Cataluña;EDIFICACIÓN Y OBRA CIVIL;..
Hombres;Cataluña;ELECTRICIDAD Y ELECTRÓNICA;..
Hombres;Cataluña;ENERGÍA Y AGUA;..
Hombres;Cataluña;FABRICACIÓN MECÁNICA;..
Hombres;Cataluña;HOSTELERÍA Y TURISMO;..
Hombres;Cataluña;IMAGEN PERSONAL;..
Hombres;Cataluña;IMAGEN Y SONIDO;..
Hombres;Cataluña;INDUSTRIAS ALIMENTARIAS;..
Hombres;Cataluña;INDUSTRIAS EXTRACTIVAS;..
Hombres;Cataluña;INFORMÁTICA Y COMUNICACIONES;..
Hombres;Cataluña;INSTALACIÓN Y MANTENIMIENTO;..
Hombres;Cataluña;MADERA, MUEBLE Y CORCHO;..
Hombres;Cataluña;MARÍTIMO-PESQUERA;..
Hombres;Cataluña;QUÍMICA;..
Hombres;Cataluña;SANIDAD;..
Hombres;Cataluña;SEGURIDAD Y MEDIO AMBIENTE;..
Hombres;Cataluña;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;..
Hombres;Cataluña;TEXTIL, CONFECCIÓN Y PIEL;..
Hombres;Cataluña;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;..
Hombres;Cataluña;VIDRIO Y CERÁMICA;..
Hombres;Comunitat Valenciana;ACTIVIDADES FÍSICAS Y DEPORTIVAS;86,2
Hombres;Comunitat Valenciana;ADMINISTRACIÓN Y GESTIÓN;80,4
Hombres;Comunitat Valenciana;AGRARIA;79,2
Hombres;Comunitat Valenciana;ARTES GRÁFICAS;82,2
Hombres;Comunitat Valenciana;ARTES Y ARTESANÍAS;.
Hombres;Comunitat Valenciana;COMERCIO Y MARKETING;82,3
Hombres;Comunitat Valenciana;EDIFICACIÓN Y OBRA CIVIL;85,3
Hombres;Comunitat Valenciana;ELECTRICIDAD Y ELECTRÓNICA;73,1
Hombres;Comunitat Valenciana;ENERGÍA Y AGUA;74,7
Hombres;Comunitat Valenciana;FABRICACIÓN MECÁNICA;72,0
Hombres;Comunitat Valenciana;HOSTELERÍA Y TURISMO;71,7
Hombres;Comunitat Valenciana;IMAGEN PERSONAL;73,7
Hombres;Comunitat Valenciana;IMAGEN Y SONIDO;77,9
Hombres;Comunitat Valenciana;INDUSTRIAS ALIMENTARIAS;72,3
Hombres;Comunitat Valenciana;INDUSTRIAS EXTRACTIVAS;.
Hombres;Comunitat Valenciana;INFORMÁTICA Y COMUNICACIONES;82,2
Hombres;Comunitat Valenciana;INSTALACIÓN Y MANTENIMIENTO;69,9
Hombres;Comunitat Valenciana;MADERA, MUEBLE Y CORCHO;70,5
Hombres;Comunitat Valenciana;MARÍTIMO-PESQUERA;84,2
Hombres;Comunitat Valenciana;QUÍMICA;78,2
Hombres;Comunitat Valenciana;SANIDAD;78,1
Hombres;Comunitat Valenciana;SEGURIDAD Y MEDIO AMBIENTE;81,2
Hombres;Comunitat Valenciana;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;79,0
Hombres;Comunitat Valenciana;TEXTIL, CONFECCIÓN Y PIEL;82,9
Hombres;Comunitat Valenciana;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;75,4
Hombres;Comunitat Valenciana;VIDRIO Y CERÁMICA;69,8
Hombres;Extremadura;ACTIVIDADES FÍSICAS Y DEPORTIVAS;82,9
Hombres;Extremadura;ADMINISTRACIÓN Y GESTIÓN;76,2
Hombres;Extremadura;AGRARIA;82,0
Hombres;Extremadura;ARTES GRÁFICAS;90,1
Hombres;Extremadura;ARTES Y ARTESANÍAS;.
Hombres;Extremadura;COMERCIO Y MARKETING;76,9
Hombres;Extremadura;EDIFICACIÓN Y OBRA CIVIL;75,5
Hombres;Extremadura;ELECTRICIDAD Y ELECTRÓNICA;70,9
Hombres;Extremadura;ENERGÍA Y AGUA;.
Hombres;Extremadura;FABRICACIÓN MECÁNICA;77,5
Hombres;Extremadura;HOSTELERÍA Y TURISMO;63,4
Hombres;Extremadura;IMAGEN PERSONAL;86,6
Hombres;Extremadura;IMAGEN Y SONIDO;.
Hombres;Extremadura;INDUSTRIAS ALIMENTARIAS;81,1
Hombres;Extremadura;INDUSTRIAS EXTRACTIVAS;.
Hombres;Extremadura;INFORMÁTICA Y COMUNICACIONES;82,3
Hombres;Extremadura;INSTALACIÓN Y MANTENIMIENTO;71,8
Hombres;Extremadura;MADERA, MUEBLE Y CORCHO;74,1
Hombres;Extremadura;MARÍTIMO-PESQUERA;.
Hombres;Extremadura;QUÍMICA;82,7
Hombres;Extremadura;SANIDAD;83,2
Hombres;Extremadura;SEGURIDAD Y MEDIO AMBIENTE;88,1
Hombres;Extremadura;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;83,1
Hombres;Extremadura;TEXTIL, CONFECCIÓN Y PIEL;.
Hombres;Extremadura;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;68,7
Hombres;Extremadura;VIDRIO Y CERÁMICA;.
Hombres;Galicia;ACTIVIDADES FÍSICAS Y DEPORTIVAS;85,1
Hombres;Galicia;ADMINISTRACIÓN Y GESTIÓN;69,9
Hombres;Galicia;AGRARIA;84,8
Hombres;Galicia;ARTES GRÁFICAS;74,5
Hombres;Galicia;ARTES Y ARTESANÍAS;.
Hombres;Galicia;COMERCIO Y MARKETING;80,2
Hombres;Galicia;EDIFICACIÓN Y OBRA CIVIL;68,5
Hombres;Galicia;ELECTRICIDAD Y ELECTRÓNICA;71,8
Hombres;Galicia;ENERGÍA Y AGUA;100,0
Hombres;Galicia;FABRICACIÓN MECÁNICA;70,5
Hombres;Galicia;HOSTELERÍA Y TURISMO;75,6
Hombres;Galicia;IMAGEN PERSONAL;72,2
Hombres;Galicia;IMAGEN Y SONIDO;77,4
Hombres;Galicia;INDUSTRIAS ALIMENTARIAS;78,0
Hombres;Galicia;INDUSTRIAS EXTRACTIVAS;.
Hombres;Galicia;INFORMÁTICA Y COMUNICACIONES;75,9
Hombres;Galicia;INSTALACIÓN Y MANTENIMIENTO;68,9
Hombres;Galicia;MADERA, MUEBLE Y CORCHO;77,6
Hombres;Galicia;MARÍTIMO-PESQUERA;81,6
Hombres;Galicia;QUÍMICA;70,8
Hombres;Galicia;SANIDAD;83,8
Hombres;Galicia;SEGURIDAD Y MEDIO AMBIENTE;.
Hombres;Galicia;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;89,3
Hombres;Galicia;TEXTIL, CONFECCIÓN Y PIEL;69,4
Hombres;Galicia;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;74,5
Hombres;Galicia;VIDRIO Y CERÁMICA;.
Hombres;Madrid, Comunidad de;ACTIVIDADES FÍSICAS Y DEPORTIVAS;82,7
Hombres;Madrid, Comunidad de;ADMINISTRACIÓN Y GESTIÓN;73,6
Hombres;Madrid, Comunidad de;AGRARIA;62,4
Hombres;Madrid, Comunidad de;ARTES GRÁFICAS;78,6
Hombres;Madrid, Comunidad de;ARTES Y ARTESANÍAS;.
Hombres;Madrid, Comunidad de;COMERCIO Y MARKETING;81,9
Hombres;Madrid, Comunidad de;EDIFICACIÓN Y OBRA CIVIL;88,2
Hombres;Madrid, Comunidad de;ELECTRICIDAD Y ELECTRÓNICA;72,7
Hombres;Madrid, Comunidad de;ENERGÍA Y AGUA;41,6
Hombres;Madrid, Comunidad de;FABRICACIÓN MECÁNICA;55,9
Hombres;Madrid, Comunidad de;HOSTELERÍA Y TURISMO;69,8
Hombres;Madrid, Comunidad de;IMAGEN PERSONAL;66,1
Hombres;Madrid, Comunidad de;IMAGEN Y SONIDO;86,6
Hombres;Madrid, Comunidad de;INDUSTRIAS ALIMENTARIAS;59,3
Hombres;Madrid, Comunidad de;INDUSTRIAS EXTRACTIVAS;.
Hombres;Madrid, Comunidad de;INFORMÁTICA Y COMUNICACIONES;80,4
Hombres;Madrid, Comunidad de;INSTALACIÓN Y MANTENIMIENTO;68,3
Hombres;Madrid, Comunidad de;MADERA, MUEBLE Y CORCHO;73,2
Hombres;Madrid, Comunidad de;MARÍTIMO-PESQUERA;.
Hombres;Madrid, Comunidad de;QUÍMICA;66,5
Hombres;Madrid, Comunidad de;SANIDAD;79,3
Hombres;Madrid, Comunidad de;SEGURIDAD Y MEDIO AMBIENTE;48,1
Hombres;Madrid, Comunidad de;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;70,9
Hombres;Madrid, Comunidad de;TEXTIL, CONFECCIÓN Y PIEL;74,5
Hombres;Madrid, Comunidad de;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;67,3
Hombres;Madrid, Comunidad de;VIDRIO Y CERÁMICA;.
Hombres;Murcia (Región de );ACTIVIDADES FÍSICAS Y DEPORTIVAS;85,0
Hombres;Murcia (Región de );ADMINISTRACIÓN Y GESTIÓN;69,2
Hombres;Murcia (Región de );AGRARIA;66,6
Hombres;Murcia (Región de );ARTES GRÁFICAS;62,4
Hombres;Murcia (Región de );ARTES Y ARTESANÍAS;.
Hombres;Murcia (Región de );COMERCIO Y MARKETING;70,3
Hombres;Murcia (Región de );EDIFICACIÓN Y OBRA CIVIL;76,5
Hombres;Murcia (Región de );ELECTRICIDAD Y ELECTRÓNICA;67,2
Hombres;Murcia (Región de );ENERGÍA Y AGUA;.
Hombres;Murcia (Región de );FABRICACIÓN MECÁNICA;76,3
Hombres;Murcia (Región de );HOSTELERÍA Y TURISMO;59,8
Hombres;Murcia (Región de );IMAGEN PERSONAL;67,0
Hombres;Murcia (Región de );IMAGEN Y SONIDO;73,5
Hombres;Murcia (Región de );INDUSTRIAS ALIMENTARIAS;64,4
Hombres;Murcia (Región de );INDUSTRIAS EXTRACTIVAS;.
Hombres;Murcia (Región de );INFORMÁTICA Y COMUNICACIONES;74,3
Hombres;Murcia (Región de );INSTALACIÓN Y MANTENIMIENTO;69,9
Hombres;Murcia (Región de );MADERA, MUEBLE Y CORCHO;77,0
Hombres;Murcia (Región de );MARÍTIMO-PESQUERA;69,0
Hombres;Murcia (Región de );QUÍMICA;54,3
Hombres;Murcia (Región de );SANIDAD;80,6
Hombres;Murcia (Región de );SEGURIDAD Y MEDIO AMBIENTE;96,0
Hombres;Murcia (Región de );SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;77,9
Hombres;Murcia (Región de );TEXTIL, CONFECCIÓN Y PIEL;83,0
Hombres;Murcia (Región de );TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;63,3
Hombres;Murcia (Región de );VIDRIO Y CERÁMICA;.
Hombres;Navarra, Comunidad Foral de;ACTIVIDADES FÍSICAS Y DEPORTIVAS;87,1
Hombres;Navarra, Comunidad Foral de;ADMINISTRACIÓN Y GESTIÓN;88,1
Hombres;Navarra, Comunidad Foral de;AGRARIA;88,7
Hombres;Navarra, Comunidad Foral de;ARTES GRÁFICAS;72,5
Hombres;Navarra, Comunidad Foral de;ARTES Y ARTESANÍAS;.
Hombres;Navarra, Comunidad Foral de;COMERCIO Y MARKETING;78,6
Hombres;Navarra, Comunidad Foral de;EDIFICACIÓN Y OBRA CIVIL;.
Hombres;Navarra, Comunidad Foral de;ELECTRICIDAD Y ELECTRÓNICA;80,1
Hombres;Navarra, Comunidad Foral de;ENERGÍA Y AGUA;73,1
Hombres;Navarra, Comunidad Foral de;FABRICACIÓN MECÁNICA;84,4
Hombres;Navarra, Comunidad Foral de;HOSTELERÍA Y TURISMO;70,7
Hombres;Navarra, Comunidad Foral de;IMAGEN PERSONAL;73,7
Hombres;Navarra, Comunidad Foral de;IMAGEN Y SONIDO;79,9
Hombres;Navarra, Comunidad Foral de;INDUSTRIAS ALIMENTARIAS;79,9
Hombres;Navarra, Comunidad Foral de;INDUSTRIAS EXTRACTIVAS;90,4
Hombres;Navarra, Comunidad Foral de;INFORMÁTICA Y COMUNICACIONES;90,0
Hombres;Navarra, Comunidad Foral de;INSTALACIÓN Y MANTENIMIENTO;83,4
Hombres;Navarra, Comunidad Foral de;MADERA, MUEBLE Y CORCHO;83,8
Hombres;Navarra, Comunidad Foral de;MARÍTIMO-PESQUERA;.
Hombres;Navarra, Comunidad Foral de;QUÍMICA;82,8
Hombres;Navarra, Comunidad Foral de;SANIDAD;95,2
Hombres;Navarra, Comunidad Foral de;SEGURIDAD Y MEDIO AMBIENTE;.
Hombres;Navarra, Comunidad Foral de;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;80,4
Hombres;Navarra, Comunidad Foral de;TEXTIL, CONFECCIÓN Y PIEL;95,8
Hombres;Navarra, Comunidad Foral de;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;84,7
Hombres;Navarra, Comunidad Foral de;VIDRIO Y CERÁMICA;.
Hombres;País Vasco;ACTIVIDADES FÍSICAS Y DEPORTIVAS;91,9
Hombres;País Vasco;ADMINISTRACIÓN Y GESTIÓN;92,2
Hombres;País Vasco;AGRARIA;82,6
Hombres;País Vasco;ARTES GRÁFICAS;89,8
Hombres;País Vasco;ARTES Y ARTESANÍAS;.
Hombres;País Vasco;COMERCIO Y MARKETING;92,6
Hombres;País Vasco;EDIFICACIÓN Y OBRA CIVIL;95,4
Hombres;País Vasco;ELECTRICIDAD Y ELECTRÓNICA;90,3
Hombres;País Vasco;ENERGÍA Y AGUA;.
Hombres;País Vasco;FABRICACIÓN MECÁNICA;91,2
Hombres;País Vasco;HOSTELERÍA Y TURISMO;90,2
Hombres;País Vasco;IMAGEN PERSONAL;93,3
Hombres;País Vasco;IMAGEN Y SONIDO;98,8
Hombres;País Vasco;INDUSTRIAS ALIMENTARIAS;93,0
Hombres;País Vasco;INDUSTRIAS EXTRACTIVAS;.
Hombres;País Vasco;INFORMÁTICA Y COMUNICACIONES;92,7
Hombres;País Vasco;INSTALACIÓN Y MANTENIMIENTO;92,4
Hombres;País Vasco;MADERA, MUEBLE Y CORCHO;86,7
Hombres;País Vasco;MARÍTIMO-PESQUERA;89,4
Hombres;País Vasco;QUÍMICA;93,1
Hombres;País Vasco;SANIDAD;87,6
Hombres;País Vasco;SEGURIDAD Y MEDIO AMBIENTE;.
Hombres;País Vasco;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;92,5
Hombres;País Vasco;TEXTIL, CONFECCIÓN Y PIEL;66,7
Hombres;País Vasco;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;90,0
Hombres;País Vasco;VIDRIO Y CERÁMICA;.
Hombres;Rioja, La;ACTIVIDADES FÍSICAS Y DEPORTIVAS;87,0
Hombres;Rioja, La;ADMINISTRACIÓN Y GESTIÓN;76,1
Hombres;Rioja, La;AGRARIA;67,4
Hombres;Rioja, La;ARTES GRÁFICAS;83,8
Hombres;Rioja, La;ARTES Y ARTESANÍAS;.
Hombres;Rioja, La;COMERCIO Y MARKETING;80,9
Hombres;Rioja, La;EDIFICACIÓN Y OBRA CIVIL;86,6
Hombres;Rioja, La;ELECTRICIDAD Y ELECTRÓNICA;74,3
Hombres;Rioja, La;ENERGÍA Y AGUA;.
Hombres;Rioja, La;FABRICACIÓN MECÁNICA;70,3
Hombres;Rioja, La;HOSTELERÍA Y TURISMO;76,2
Hombres;Rioja, La;IMAGEN PERSONAL;78,9
Hombres;Rioja, La;IMAGEN Y SONIDO;.
Hombres;Rioja, La;INDUSTRIAS ALIMENTARIAS;84,8
Hombres;Rioja, La;INDUSTRIAS EXTRACTIVAS;.
Hombres;Rioja, La;INFORMÁTICA Y COMUNICACIONES;83,8
Hombres;Rioja, La;INSTALACIÓN Y MANTENIMIENTO;80,3
Hombres;Rioja, La;MADERA, MUEBLE Y CORCHO;70,5
Hombres;Rioja, La;MARÍTIMO-PESQUERA;.
Hombres;Rioja, La;QUÍMICA;95,8
Hombres;Rioja, La;SANIDAD;68,6
Hombres;Rioja, La;SEGURIDAD Y MEDIO AMBIENTE;.
Hombres;Rioja, La;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;83,2
Hombres;Rioja, La;TEXTIL, CONFECCIÓN Y PIEL;.
Hombres;Rioja, La;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;76,0
Hombres;Rioja, La;VIDRIO Y CERÁMICA;.
Hombres;Ceuta;ACTIVIDADES FÍSICAS Y DEPORTIVAS;62,0
Hombres;Ceuta;ADMINISTRACIÓN Y GESTIÓN;0,0
Hombres;Ceuta;AGRARIA;47,7
Hombres;Ceuta;ARTES GRÁFICAS;.
Hombres;Ceuta;ARTES Y ARTESANÍAS;.
Hombres;Ceuta;COMERCIO Y MARKETING;0,0
Hombres;Ceuta;EDIFICACIÓN Y OBRA CIVIL;76,6
Hombres;Ceuta;ELECTRICIDAD Y ELECTRÓNICA;56,0
Hombres;Ceuta;ENERGÍA Y AGUA;.
Hombres;Ceuta;FABRICACIÓN MECÁNICA;.
Hombres;Ceuta;HOSTELERÍA Y TURISMO;50,7
Hombres;Ceuta;IMAGEN PERSONAL;63,3
Hombres;Ceuta;IMAGEN Y SONIDO;62,1
Hombres;Ceuta;INDUSTRIAS ALIMENTARIAS;50,0
Hombres;Ceuta;INDUSTRIAS EXTRACTIVAS;.
Hombres;Ceuta;INFORMÁTICA Y COMUNICACIONES;0,0
Hombres;Ceuta;INSTALACIÓN Y MANTENIMIENTO;48,3
Hombres;Ceuta;MADERA, MUEBLE Y CORCHO;.
Hombres;Ceuta;MARÍTIMO-PESQUERA;.
Hombres;Ceuta;QUÍMICA;.
Hombres;Ceuta;SANIDAD;28,5
Hombres;Ceuta;SEGURIDAD Y MEDIO AMBIENTE;.
Hombres;Ceuta;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;75,0
Hombres;Ceuta;TEXTIL, CONFECCIÓN Y PIEL;.
Hombres;Ceuta;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;41,5
Hombres;Ceuta;VIDRIO Y CERÁMICA;.
Hombres;Melilla;ACTIVIDADES FÍSICAS Y DEPORTIVAS;80,4
Hombres;Melilla;ADMINISTRACIÓN Y GESTIÓN;82,3
Hombres;Melilla;AGRARIA;71,6
Hombres;Melilla;ARTES GRÁFICAS;.
Hombres;Melilla;ARTES Y ARTESANÍAS;.
Hombres;Melilla;COMERCIO Y MARKETING;54,3
Hombres;Melilla;EDIFICACIÓN Y OBRA CIVIL;.
Hombres;Melilla;ELECTRICIDAD Y ELECTRÓNICA;54,5
Hombres;Melilla;ENERGÍA Y AGUA;.
Hombres;Melilla;FABRICACIÓN MECÁNICA;.
Hombres;Melilla;HOSTELERÍA Y TURISMO;68,1
Hombres;Melilla;IMAGEN PERSONAL;84,6
Hombres;Melilla;IMAGEN Y SONIDO;65,3
Hombres;Melilla;INDUSTRIAS ALIMENTARIAS;.
Hombres;Melilla;INDUSTRIAS EXTRACTIVAS;.
Hombres;Melilla;INFORMÁTICA Y COMUNICACIONES;75,6
Hombres;Melilla;INSTALACIÓN Y MANTENIMIENTO;55,6
Hombres;Melilla;MADERA, MUEBLE Y CORCHO;.
Hombres;Melilla;MARÍTIMO-PESQUERA;.
Hombres;Melilla;QUÍMICA;.
Hombres;Melilla;SANIDAD;68,0
Hombres;Melilla;SEGURIDAD Y MEDIO AMBIENTE;.
Hombres;Melilla;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;92,9
Hombres;Melilla;TEXTIL, CONFECCIÓN Y PIEL;.
Hombres;Melilla;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;54,9
Hombres;Melilla;VIDRIO Y CERÁMICA;.
Mujeres;TOTAL;ACTIVIDADES FÍSICAS Y DEPORTIVAS;87,1
Mujeres;TOTAL;ADMINISTRACIÓN Y GESTIÓN;79,4
Mujeres;TOTAL;AGRARIA;84,0
Mujeres;TOTAL;ARTES GRÁFICAS;81,7
Mujeres;TOTAL;ARTES Y ARTESANÍAS;.
Mujeres;TOTAL;COMERCIO Y MARKETING;83,4
Mujeres;TOTAL;EDIFICACIÓN Y OBRA CIVIL;84,4
Mujeres;TOTAL;ELECTRICIDAD Y ELECTRÓNICA;75,0
Mujeres;TOTAL;ENERGÍA Y AGUA;63,6
Mujeres;TOTAL;FABRICACIÓN MECÁNICA;78,6
Mujeres;TOTAL;HOSTELERÍA Y TURISMO;77,8
Mujeres;TOTAL;IMAGEN PERSONAL;80,9
Mujeres;TOTAL;IMAGEN Y SONIDO;84,5
Mujeres;TOTAL;INDUSTRIAS ALIMENTARIAS;78,5
Mujeres;TOTAL;INDUSTRIAS EXTRACTIVAS;100,0
Mujeres;TOTAL;INFORMÁTICA Y COMUNICACIONES;78,8
Mujeres;TOTAL;INSTALACIÓN Y MANTENIMIENTO;76,2
Mujeres;TOTAL;MADERA, MUEBLE Y CORCHO;79,9
Mujeres;TOTAL;MARÍTIMO-PESQUERA;85,7
Mujeres;TOTAL;QUÍMICA;75,9
Mujeres;TOTAL;SANIDAD;85,9
Mujeres;TOTAL;SEGURIDAD Y MEDIO AMBIENTE;75,2
Mujeres;TOTAL;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;87,7
Mujeres;TOTAL;TEXTIL, CONFECCIÓN Y PIEL;81,2
Mujeres;TOTAL;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;74,5
Mujeres;TOTAL;VIDRIO Y CERÁMICA;82,0
Mujeres;Andalucía;ACTIVIDADES FÍSICAS Y DEPORTIVAS;90,1
Mujeres;Andalucía;ADMINISTRACIÓN Y GESTIÓN;76,6
Mujeres;Andalucía;AGRARIA;84,9
Mujeres;Andalucía;ARTES GRÁFICAS;78,5
Mujeres;Andalucía;ARTES Y ARTESANÍAS;.
Mujeres;Andalucía;COMERCIO Y MARKETING;80,5
Mujeres;Andalucía;EDIFICACIÓN Y OBRA CIVIL;83,8
Mujeres;Andalucía;ELECTRICIDAD Y ELECTRÓNICA;71,0
Mujeres;Andalucía;ENERGÍA Y AGUA;100,0
Mujeres;Andalucía;FABRICACIÓN MECÁNICA;80,1
Mujeres;Andalucía;HOSTELERÍA Y TURISMO;80,4
Mujeres;Andalucía;IMAGEN PERSONAL;78,7
Mujeres;Andalucía;IMAGEN Y SONIDO;80,6
Mujeres;Andalucía;INDUSTRIAS ALIMENTARIAS;83,5
Mujeres;Andalucía;INDUSTRIAS EXTRACTIVAS;100,0
Mujeres;Andalucía;INFORMÁTICA Y COMUNICACIONES;75,8
Mujeres;Andalucía;INSTALACIÓN Y MANTENIMIENTO;58,4
Mujeres;Andalucía;MADERA, MUEBLE Y CORCHO;80,8
Mujeres;Andalucía;MARÍTIMO-PESQUERA;76,0
Mujeres;Andalucía;QUÍMICA;73,0
Mujeres;Andalucía;SANIDAD;89,4
Mujeres;Andalucía;SEGURIDAD Y MEDIO AMBIENTE;100,0
Mujeres;Andalucía;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;87,5
Mujeres;Andalucía;TEXTIL, CONFECCIÓN Y PIEL;86,1
Mujeres;Andalucía;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;65,6
Mujeres;Andalucía;VIDRIO Y CERÁMICA;.
Mujeres;Aragón;ACTIVIDADES FÍSICAS Y DEPORTIVAS;83,9
Mujeres;Aragón;ADMINISTRACIÓN Y GESTIÓN;73,4
Mujeres;Aragón;AGRARIA;84,4
Mujeres;Aragón;ARTES GRÁFICAS;86,5
Mujeres;Aragón;ARTES Y ARTESANÍAS;.
Mujeres;Aragón;COMERCIO Y MARKETING;77,8
Mujeres;Aragón;EDIFICACIÓN Y OBRA CIVIL;85,0
Mujeres;Aragón;ELECTRICIDAD Y ELECTRÓNICA;69,7
Mujeres;Aragón;ENERGÍA Y AGUA;.
Mujeres;Aragón;FABRICACIÓN MECÁNICA;67,9
Mujeres;Aragón;HOSTELERÍA Y TURISMO;77,6
Mujeres;Aragón;IMAGEN PERSONAL;86,3
Mujeres;Aragón;IMAGEN Y SONIDO;90,4
Mujeres;Aragón;INDUSTRIAS ALIMENTARIAS;77,2
Mujeres;Aragón;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Aragón;INFORMÁTICA Y COMUNICACIONES;82,2
Mujeres;Aragón;INSTALACIÓN Y MANTENIMIENTO;75,0
Mujeres;Aragón;MADERA, MUEBLE Y CORCHO;66,7
Mujeres;Aragón;MARÍTIMO-PESQUERA;.
Mujeres;Aragón;QUÍMICA;66,0
Mujeres;Aragón;SANIDAD;71,7
Mujeres;Aragón;SEGURIDAD Y MEDIO AMBIENTE;65,6
Mujeres;Aragón;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;85,1
Mujeres;Aragón;TEXTIL, CONFECCIÓN Y PIEL;83,2
Mujeres;Aragón;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;78,0
Mujeres;Aragón;VIDRIO Y CERÁMICA;.
Mujeres;Asturias, Principado de;ACTIVIDADES FÍSICAS Y DEPORTIVAS;55,8
Mujeres;Asturias, Principado de;ADMINISTRACIÓN Y GESTIÓN;64,2
Mujeres;Asturias, Principado de;AGRARIA;66,1
Mujeres;Asturias, Principado de;ARTES GRÁFICAS;61,5
