Sexo;Comunidad autónoma (1);Familia profesional (2);Total
Hombres;Castilla y León;HOSTELERÍA Y TURISMO;55,3
Hombres;Castilla y León;IMAGEN PERSONAL;65,0
Hombres;Castilla y León;IMAGEN Y SONIDO;86,6
Hombres;Castilla y León;INDUSTRIAS ALIMENTARIAS;79,5
Hombres;Castilla y León;INDUSTRIAS EXTRACTIVAS;.
Hombres;Castilla y León;INFORMÁTICA Y COMUNICACIONES;74,0
Hombres;Castilla y León;INSTALACIÓN Y MANTENIMIENTO;69,4
Hombres;Castilla y León;MADERA, MUEBLE Y CORCHO;74,9
Hombres;Castilla y León;MARÍTIMO-PESQUERA;.
Hombres;Castilla y León;QUÍMICA;60,4
Hombres;Castilla y León;SANIDAD;73,5
Hombres;Castilla y León;SEGURIDAD Y MEDIO AMBIENTE;79,4
Hombres;Castilla y León;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;69,6
Hombres;Castilla y León;TEXTIL, CONFECCIÓN Y PIEL;62,7
Hombres;Castilla y León;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;65,8
Hombres;Castilla y León;VIDRIO Y CERÁMICA;.
Hombres;Castilla La Mancha;ACTIVIDADES FÍSICAS Y DEPORTIVAS;95,6
Hombres;Castilla La Mancha;ADMINISTRACIÓN Y GESTIÓN;92,1
Hombres;Castilla La Mancha;AGRARIA;94,6
Hombres;Castilla La Mancha;ARTES GRÁFICAS;100,0
Hombres;Castilla La Mancha;ARTES Y ARTESANÍAS;.
Hombres;Castilla La Mancha;COMERCIO Y MARKETING;94,7
Hombres;Castilla La Mancha;EDIFICACIÓN Y OBRA CIVIL;98,0
Hombres;Castilla La Mancha;ELECTRICIDAD Y ELECTRÓNICA;93,6
Hombres;Castilla La Mancha;ENERGÍA Y AGUA;.
Hombres;Castilla La Mancha;FABRICACIÓN MECÁNICA;95,3
Hombres;Castilla La Mancha;HOSTELERÍA Y TURISMO;94,7
Hombres;Castilla La Mancha;IMAGEN PERSONAL;93,0
Hombres;Castilla La Mancha;IMAGEN Y SONIDO;91,9
Hombres;Castilla La Mancha;INDUSTRIAS ALIMENTARIAS;95,0
Hombres;Castilla La Mancha;INDUSTRIAS EXTRACTIVAS;.
Hombres;Castilla La Mancha;INFORMÁTICA Y COMUNICACIONES;93,3
Hombres;Castilla La Mancha;INSTALACIÓN Y MANTENIMIENTO;97,7
Hombres;Castilla La Mancha;MADERA, MUEBLE Y CORCHO;89,2
Hombres;Castilla La Mancha;MARÍTIMO-PESQUERA;.
Hombres;Castilla La Mancha;QUÍMICA;97,5
Hombres;Castilla La Mancha;SANIDAD;98,1
Hombres;Castilla La Mancha;SEGURIDAD Y MEDIO AMBIENTE;97,3
Hombres;Castilla La Mancha;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;94,0
Hombres;Castilla La Mancha;TEXTIL, CONFECCIÓN Y PIEL;95,2
Hombres;Castilla La Mancha;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;94,0
Hombres;Castilla La Mancha;VIDRIO Y CERÁMICA;.
Hombres;Cataluña;ACTIVIDADES FÍSICAS Y DEPORTIVAS;..
Hombres;Cataluña;ADMINISTRACIÓN Y GESTIÓN;..
Hombres;Cataluña;AGRARIA;..
Hombres;Cataluña;ARTES GRÁFICAS;..
Hombres;Cataluña;ARTES Y ARTESANÍAS;..
Hombres;Cataluña;COMERCIO Y MARKETING;..
Hombres;Cataluña;EDIFICACIÓN Y OBRA CIVIL;..
Hombres;Cataluña;ELECTRICIDAD Y ELECTRÓNICA;..
Hombres;Cataluña;ENERGÍA Y AGUA;..
Hombres;Cataluña;FABRICACIÓN MECÁNICA;..
Hombres;Cataluña;HOSTELERÍA Y TURISMO;..
Hombres;Cataluña;IMAGEN PERSONAL;..
Hombres;Cataluña;IMAGEN Y SONIDO;..
Hombres;Cataluña;INDUSTRIAS ALIMENTARIAS;..
Hombres;Cataluña;INDUSTRIAS EXTRACTIVAS;..
Hombres;Cataluña;INFORMÁTICA Y COMUNICACIONES;..
Hombres;Cataluña;INSTALACIÓN Y MANTENIMIENTO;..
Hombres;Cataluña;MADERA, MUEBLE Y CORCHO;..
Hombres;Cataluña;MARÍTIMO-PESQUERA;..
Hombres;Cataluña;QUÍMICA;..
Hombres;Cataluña;SANIDAD;..
Hombres;Cataluña;SEGURIDAD Y MEDIO AMBIENTE;..
Hombres;Cataluña;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;..
Hombres;Cataluña;TEXTIL, CONFECCIÓN Y PIEL;..
Hombres;Cataluña;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;..
Hombres;Cataluña;VIDRIO Y CERÁMICA;..
Hombres;Comunitat Valenciana;ACTIVIDADES FÍSICAS Y DEPORTIVAS;86,2
Hombres;Comunitat Valenciana;ADMINISTRACIÓN Y GESTIÓN;80,4
Hombres;Comunitat Valenciana;AGRARIA;79,2
Hombres;Comunitat Valenciana;ARTES GRÁFICAS;82,2
Hombres;Comunitat Valenciana;ARTES Y ARTESANÍAS;.
Hombres;Comunitat Valenciana;COMERCIO Y MARKETING;82,3
Hombres;Comunitat Valenciana;EDIFICACIÓN Y OBRA CIVIL;85,3
Hombres;Comunitat Valenciana;ELECTRICIDAD Y ELECTRÓNICA;73,1
Hombres;Comunitat Valenciana;ENERGÍA Y AGUA;74,7
Hombres;Comunitat Valenciana;FABRICACIÓN MECÁNICA;72,0
Hombres;Comunitat Valenciana;HOSTELERÍA Y TURISMO;71,7
Hombres;Comunitat Valenciana;IMAGEN PERSONAL;73,7
Hombres;Comunitat Valenciana;IMAGEN Y SONIDO;77,9
Hombres;Comunitat Valenciana;INDUSTRIAS ALIMENTARIAS;72,3
Hombres;Comunitat Valenciana;INDUSTRIAS EXTRACTIVAS;.
Hombres;Comunitat Valenciana;INFORMÁTICA Y COMUNICACIONES;82,2
Hombres;Comunitat Valenciana;INSTALACIÓN Y MANTENIMIENTO;69,9
Hombres;Comunitat Valenciana;MADERA, MUEBLE Y CORCHO;70,5
Hombres;Comunitat Valenciana;MARÍTIMO-PESQUERA;84,2
Hombres;Comunitat Valenciana;QUÍMICA;78,2
Hombres;Comunitat Valenciana;SANIDAD;78,1
Hombres;Comunitat Valenciana;SEGURIDAD Y MEDIO AMBIENTE;81,2
Hombres;Comunitat Valenciana;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;79,0
Hombres;Comunitat Valenciana;TEXTIL, CONFECCIÓN Y PIEL;82,9
Hombres;Comunitat Valenciana;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;75,4
Hombres;Comunitat Valenciana;VIDRIO Y CERÁMICA;69,8
Hombres;Extremadura;ACTIVIDADES FÍSICAS Y DEPORTIVAS;82,9
Hombres;Extremadura;ADMINISTRACIÓN Y GESTIÓN;76,2
Hombres;Extremadura;AGRARIA;82,0
Hombres;Extremadura;ARTES GRÁFICAS;90,1
Hombres;Extremadura;ARTES Y ARTESANÍAS;.
Hombres;Extremadura;COMERCIO Y MARKETING;76,9
Hombres;Extremadura;EDIFICACIÓN Y OBRA CIVIL;75,5
Hombres;Extremadura;ELECTRICIDAD Y ELECTRÓNICA;70,9
Hombres;Extremadura;ENERGÍA Y AGUA;.
Hombres;Extremadura;FABRICACIÓN MECÁNICA;77,5
Hombres;Extremadura;HOSTELERÍA Y TURISMO;63,4
Hombres;Extremadura;IMAGEN PERSONAL;86,6
Hombres;Extremadura;IMAGEN Y SONIDO;.
Hombres;Extremadura;INDUSTRIAS ALIMENTARIAS;81,1
Hombres;Extremadura;INDUSTRIAS EXTRACTIVAS;.
Hombres;Extremadura;INFORMÁTICA Y COMUNICACIONES;82,3
Hombres;Extremadura;INSTALACIÓN Y MANTENIMIENTO;71,8
Hombres;Extremadura;MADERA, MUEBLE Y CORCHO;74,1
Hombres;Extremadura;MARÍTIMO-PESQUERA;.
Hombres;Extremadura;QUÍMICA;82,7
Hombres;Extremadura;SANIDAD;83,2
Hombres;Extremadura;SEGURIDAD Y MEDIO AMBIENTE;88,1
Hombres;Extremadura;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;83,1
Hombres;Extremadura;TEXTIL, CONFECCIÓN Y PIEL;.
Hombres;Extremadura;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;68,7
Hombres;Extremadura;VIDRIO Y CERÁMICA;.
Hombres;Galicia;ACTIVIDADES FÍSICAS Y DEPORTIVAS;85,1
Hombres;Galicia;ADMINISTRACIÓN Y GESTIÓN;69,9
Hombres;Galicia;AGRARIA;84,8
Hombres;Galicia;ARTES GRÁFICAS;74,5
Hombres;Galicia;ARTES Y ARTESANÍAS;.
Hombres;Galicia;COMERCIO Y MARKETING;80,2
Hombres;Galicia;EDIFICACIÓN Y OBRA CIVIL;68,5
Hombres;Galicia;ELECTRICIDAD Y ELECTRÓNICA;71,8
Hombres;Galicia;ENERGÍA Y AGUA;100,0
Hombres;Galicia;FABRICACIÓN MECÁNICA;70,5
Hombres;Galicia;HOSTELERÍA Y TURISMO;75,6
Hombres;Galicia;IMAGEN PERSONAL;72,2
Hombres;Galicia;IMAGEN Y SONIDO;77,4
Hombres;Galicia;INDUSTRIAS ALIMENTARIAS;78,0
Hombres;Galicia;INDUSTRIAS EXTRACTIVAS;.
Hombres;Galicia;INFORMÁTICA Y COMUNICACIONES;75,9
Hombres;Galicia;INSTALACIÓN Y MANTENIMIENTO;68,9
Hombres;Galicia;MADERA, MUEBLE Y CORCHO;77,6
Hombres;Galicia;MARÍTIMO-PESQUERA;81,6
Hombres;Galicia;QUÍMICA;70,8
Hombres;Galicia;SANIDAD;83,8
Hombres;Galicia;SEGURIDAD Y MEDIO AMBIENTE;.
Hombres;Galicia;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;89,3
Hombres;Galicia;TEXTIL, CONFECCIÓN Y PIEL;69,4
Hombres;Galicia;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;74,5
Hombres;Galicia;VIDRIO Y CERÁMICA;.
Hombres;Comunidad de Madrid;ACTIVIDADES FÍSICAS Y DEPORTIVAS;82,7
Hombres;Comunidad de Madrid;ADMINISTRACIÓN Y GESTIÓN;73,6
Hombres;Comunidad de Madrid;AGRARIA;62,4
Hombres;Comunidad de Madrid;ARTES GRÁFICAS;78,6
Hombres;Comunidad de Madrid;ARTES Y ARTESANÍAS;.
Hombres;Comunidad de Madrid;COMERCIO Y MARKETING;81,9
Hombres;Comunidad de Madrid;EDIFICACIÓN Y OBRA CIVIL;88,2
Hombres;Comunidad de Madrid;ELECTRICIDAD Y ELECTRÓNICA;72,7
Hombres;Comunidad de Madrid;ENERGÍA Y AGUA;41,6
Hombres;Comunidad de Madrid;FABRICACIÓN MECÁNICA;55,9
Hombres;Comunidad de Madrid;HOSTELERÍA Y TURISMO;69,8
Hombres;Comunidad de Madrid;IMAGEN PERSONAL;66,1
Hombres;Comunidad de Madrid;IMAGEN Y SONIDO;86,6
Hombres;Comunidad de Madrid;INDUSTRIAS ALIMENTARIAS;59,3
Hombres;Comunidad de Madrid;INDUSTRIAS EXTRACTIVAS;.
Hombres;Comunidad de Madrid;INFORMÁTICA Y COMUNICACIONES;80,4
Hombres;Comunidad de Madrid;INSTALACIÓN Y MANTENIMIENTO;68,3
Hombres;Comunidad de Madrid;MADERA, MUEBLE Y CORCHO;73,2
Hombres;Comunidad de Madrid;MARÍTIMO-PESQUERA;.
Hombres;Comunidad de Madrid;QUÍMICA;66,5
Hombres;Comunidad de Madrid;SANIDAD;79,3
Hombres;Comunidad de Madrid;SEGURIDAD Y MEDIO AMBIENTE;48,1
Hombres;Comunidad de Madrid;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;70,9
Hombres;Comunidad de Madrid;TEXTIL, CONFECCIÓN Y PIEL;74,5
Hombres;Comunidad de Madrid;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;67,3
Hombres;Comunidad de Madrid;VIDRIO Y CERÁMICA;.
Hombres;Región de Murcia;ACTIVIDADES FÍSICAS Y DEPORTIVAS;85,0
Hombres;Región de Murcia;ADMINISTRACIÓN Y GESTIÓN;69,2
Hombres;Región de Murcia;AGRARIA;66,6
Hombres;Región de Murcia;ARTES GRÁFICAS;62,4
Hombres;Región de Murcia;ARTES Y ARTESANÍAS;.
Hombres;Región de Murcia;COMERCIO Y MARKETING;70,3
Hombres;Región de Murcia;EDIFICACIÓN Y OBRA CIVIL;76,5
Hombres;Región de Murcia;ELECTRICIDAD Y ELECTRÓNICA;67,2
Hombres;Región de Murcia;ENERGÍA Y AGUA;.
Hombres;Región de Murcia;FABRICACIÓN MECÁNICA;76,3
Hombres;Región de Murcia;HOSTELERÍA Y TURISMO;59,8
Hombres;Región de Murcia;IMAGEN PERSONAL;67,0
Hombres;Región de Murcia;IMAGEN Y SONIDO;73,5
Hombres;Región de Murcia;INDUSTRIAS ALIMENTARIAS;64,4
Hombres;Región de Murcia;INDUSTRIAS EXTRACTIVAS;.
Hombres;Región de Murcia;INFORMÁTICA Y COMUNICACIONES;74,3
Hombres;Región de Murcia;INSTALACIÓN Y MANTENIMIENTO;69,9
Hombres;Región de Murcia;MADERA, MUEBLE Y CORCHO;77,0
Hombres;Región de Murcia;MARÍTIMO-PESQUERA;69,0
Hombres;Región de Murcia;QUÍMICA;54,3
Hombres;Región de Murcia;SANIDAD;80,6
Hombres;Región de Murcia;SEGURIDAD Y MEDIO AMBIENTE;96,0
Hombres;Región de Murcia;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;77,9
Hombres;Región de Murcia;TEXTIL, CONFECCIÓN Y PIEL;83,0
Hombres;Región de Murcia;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;63,3
Hombres;Región de Murcia;VIDRIO Y CERÁMICA;.
Hombres;Comunidad Foral de Navarra;ACTIVIDADES FÍSICAS Y DEPORTIVAS;87,1
Hombres;Comunidad Foral de Navarra;ADMINISTRACIÓN Y GESTIÓN;88,1
Hombres;Comunidad Foral de Navarra;AGRARIA;88,7
Hombres;Comunidad Foral de Navarra;ARTES GRÁFICAS;72,5
Hombres;Comunidad Foral de Navarra;ARTES Y ARTESANÍAS;.
Hombres;Comunidad Foral de Navarra;COMERCIO Y MARKETING;78,6
Hombres;Comunidad Foral de Navarra;EDIFICACIÓN Y OBRA CIVIL;.
Hombres;Comunidad Foral de Navarra;ELECTRICIDAD Y ELECTRÓNICA;80,1
Hombres;Comunidad Foral de Navarra;ENERGÍA Y AGUA;73,1
Hombres;Comunidad Foral de Navarra;FABRICACIÓN MECÁNICA;84,4
Hombres;Comunidad Foral de Navarra;HOSTELERÍA Y TURISMO;70,7
Hombres;Comunidad Foral de Navarra;IMAGEN PERSONAL;73,7
Hombres;Comunidad Foral de Navarra;IMAGEN Y SONIDO;79,9
Hombres;Comunidad Foral de Navarra;INDUSTRIAS ALIMENTARIAS;79,9
Hombres;Comunidad Foral de Navarra;INDUSTRIAS EXTRACTIVAS;90,4
Hombres;Comunidad Foral de Navarra;INFORMÁTICA Y COMUNICACIONES;90,0
Hombres;Comunidad Foral de Navarra;INSTALACIÓN Y MANTENIMIENTO;83,4
Hombres;Comunidad Foral de Navarra;MADERA, MUEBLE Y CORCHO;83,8
Hombres;Comunidad Foral de Navarra;MARÍTIMO-PESQUERA;.
Hombres;Comunidad Foral de Navarra;QUÍMICA;82,8
Hombres;Comunidad Foral de Navarra;SANIDAD;95,2
Hombres;Comunidad Foral de Navarra;SEGURIDAD Y MEDIO AMBIENTE;.
Hombres;Comunidad Foral de Navarra;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;80,4
Hombres;Comunidad Foral de Navarra;TEXTIL, CONFECCIÓN Y PIEL;95,8
Hombres;Comunidad Foral de Navarra;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;84,7
Hombres;Comunidad Foral de Navarra;VIDRIO Y CERÁMICA;.
Hombres;País Vasco;ACTIVIDADES FÍSICAS Y DEPORTIVAS;91,9
Hombres;País Vasco;ADMINISTRACIÓN Y GESTIÓN;92,2
Hombres;País Vasco;AGRARIA;82,6
Hombres;País Vasco;ARTES GRÁFICAS;89,8
Hombres;País Vasco;ARTES Y ARTESANÍAS;.
Hombres;País Vasco;COMERCIO Y MARKETING;92,6
Hombres;País Vasco;EDIFICACIÓN Y OBRA CIVIL;95,4
Hombres;País Vasco;ELECTRICIDAD Y ELECTRÓNICA;90,3
Hombres;País Vasco;ENERGÍA Y AGUA;.
Hombres;País Vasco;FABRICACIÓN MECÁNICA;91,2
Hombres;País Vasco;HOSTELERÍA Y TURISMO;90,2
Hombres;País Vasco;IMAGEN PERSONAL;93,3
Hombres;País Vasco;IMAGEN Y SONIDO;98,8
Hombres;País Vasco;INDUSTRIAS ALIMENTARIAS;93,0
Hombres;País Vasco;INDUSTRIAS EXTRACTIVAS;.
Hombres;País Vasco;INFORMÁTICA Y COMUNICACIONES;92,7
Hombres;País Vasco;INSTALACIÓN Y MANTENIMIENTO;92,4
Hombres;País Vasco;MADERA, MUEBLE Y CORCHO;86,7
Hombres;País Vasco;MARÍTIMO-PESQUERA;89,4
Hombres;País Vasco;QUÍMICA;93,1
Hombres;País Vasco;SANIDAD;87,6
Hombres;País Vasco;SEGURIDAD Y MEDIO AMBIENTE;.
Hombres;País Vasco;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;92,5
Hombres;País Vasco;TEXTIL, CONFECCIÓN Y PIEL;66,7
Hombres;País Vasco;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;90,0
Hombres;País Vasco;VIDRIO Y CERÁMICA;.
Hombres;La Rioja;ACTIVIDADES FÍSICAS Y DEPORTIVAS;87,0
Hombres;La Rioja;ADMINISTRACIÓN Y GESTIÓN;76,1
Hombres;La Rioja;AGRARIA;67,4
Hombres;La Rioja;ARTES GRÁFICAS;83,8
Hombres;La Rioja;ARTES Y ARTESANÍAS;.
Hombres;La Rioja;COMERCIO Y MARKETING;80,9
Hombres;La Rioja;EDIFICACIÓN Y OBRA CIVIL;86,6
Hombres;La Rioja;ELECTRICIDAD Y ELECTRÓNICA;74,3
Hombres;La Rioja;ENERGÍA Y AGUA;.
Hombres;La Rioja;FABRICACIÓN MECÁNICA;70,3
Hombres;La Rioja;HOSTELERÍA Y TURISMO;76,2
Hombres;La Rioja;IMAGEN PERSONAL;78,9
Hombres;La Rioja;IMAGEN Y SONIDO;.
Hombres;La Rioja;INDUSTRIAS ALIMENTARIAS;84,8
Hombres;La Rioja;INDUSTRIAS EXTRACTIVAS;.
Hombres;La Rioja;INFORMÁTICA Y COMUNICACIONES;83,8
Hombres;La Rioja;INSTALACIÓN Y MANTENIMIENTO;80,3
Hombres;La Rioja;MADERA, MUEBLE Y CORCHO;70,5
Hombres;La Rioja;MARÍTIMO-PESQUERA;.
Hombres;La Rioja;QUÍMICA;95,8
Hombres;La Rioja;SANIDAD;68,6
Hombres;La Rioja;SEGURIDAD Y MEDIO AMBIENTE;.
Hombres;La Rioja;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;83,2
Hombres;La Rioja;TEXTIL, CONFECCIÓN Y PIEL;.
Hombres;La Rioja;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;76,0
Hombres;La Rioja;VIDRIO Y CERÁMICA;.
Hombres;Ceuta;ACTIVIDADES FÍSICAS Y DEPORTIVAS;62,0
Hombres;Ceuta;ADMINISTRACIÓN Y GESTIÓN;0,0
Hombres;Ceuta;AGRARIA;47,7
Hombres;Ceuta;ARTES GRÁFICAS;.
Hombres;Ceuta;ARTES Y ARTESANÍAS;.
Hombres;Ceuta;COMERCIO Y MARKETING;0,0
Hombres;Ceuta;EDIFICACIÓN Y OBRA CIVIL;76,6
Hombres;Ceuta;ELECTRICIDAD Y ELECTRÓNICA;56,0
Hombres;Ceuta;ENERGÍA Y AGUA;.
Hombres;Ceuta;FABRICACIÓN MECÁNICA;.
Hombres;Ceuta;HOSTELERÍA Y TURISMO;50,7
Hombres;Ceuta;IMAGEN PERSONAL;63,3
Hombres;Ceuta;IMAGEN Y SONIDO;62,1
Hombres;Ceuta;INDUSTRIAS ALIMENTARIAS;50,0
Hombres;Ceuta;INDUSTRIAS EXTRACTIVAS;.
Hombres;Ceuta;INFORMÁTICA Y COMUNICACIONES;0,0
Hombres;Ceuta;INSTALACIÓN Y MANTENIMIENTO;48,3
Hombres;Ceuta;MADERA, MUEBLE Y CORCHO;.
Hombres;Ceuta;MARÍTIMO-PESQUERA;.
Hombres;Ceuta;QUÍMICA;.
Hombres;Ceuta;SANIDAD;28,5
Hombres;Ceuta;SEGURIDAD Y MEDIO AMBIENTE;.
Hombres;Ceuta;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;75,0
Hombres;Ceuta;TEXTIL, CONFECCIÓN Y PIEL;.
Hombres;Ceuta;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;41,5
Hombres;Ceuta;VIDRIO Y CERÁMICA;.
Hombres;Melilla;ACTIVIDADES FÍSICAS Y DEPORTIVAS;80,4
Hombres;Melilla;ADMINISTRACIÓN Y GESTIÓN;82,3
Hombres;Melilla;AGRARIA;71,6
Hombres;Melilla;ARTES GRÁFICAS;.
Hombres;Melilla;ARTES Y ARTESANÍAS;.
Hombres;Melilla;COMERCIO Y MARKETING;54,3
Hombres;Melilla;EDIFICACIÓN Y OBRA CIVIL;.
Hombres;Melilla;ELECTRICIDAD Y ELECTRÓNICA;54,5
Hombres;Melilla;ENERGÍA Y AGUA;.
Hombres;Melilla;FABRICACIÓN MECÁNICA;.
Hombres;Melilla;HOSTELERÍA Y TURISMO;68,1
Hombres;Melilla;IMAGEN PERSONAL;84,6
Hombres;Melilla;IMAGEN Y SONIDO;65,3
Hombres;Melilla;INDUSTRIAS ALIMENTARIAS;.
Hombres;Melilla;INDUSTRIAS EXTRACTIVAS;.
Hombres;Melilla;INFORMÁTICA Y COMUNICACIONES;75,6
Hombres;Melilla;INSTALACIÓN Y MANTENIMIENTO;55,6
Hombres;Melilla;MADERA, MUEBLE Y CORCHO;.
Hombres;Melilla;MARÍTIMO-PESQUERA;.
Hombres;Melilla;QUÍMICA;.
Hombres;Melilla;SANIDAD;68,0
Hombres;Melilla;SEGURIDAD Y MEDIO AMBIENTE;.
Hombres;Melilla;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;92,9
Hombres;Melilla;TEXTIL, CONFECCIÓN Y PIEL;.
Hombres;Melilla;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;54,9
Hombres;Melilla;VIDRIO Y CERÁMICA;.
Mujeres;Porcentajes total de módulos aprobados;ACTIVIDADES FÍSICAS Y DEPORTIVAS;87,1
Mujeres;Porcentajes total de módulos aprobados;ADMINISTRACIÓN Y GESTIÓN;79,4
Mujeres;Porcentajes total de módulos aprobados;AGRARIA;84,0
Mujeres;Porcentajes total de módulos aprobados;ARTES GRÁFICAS;81,7
Mujeres;Porcentajes total de módulos aprobados;ARTES Y ARTESANÍAS;.
Mujeres;Porcentajes total de módulos aprobados;COMERCIO Y MARKETING;83,4
Mujeres;Porcentajes total de módulos aprobados;EDIFICACIÓN Y OBRA CIVIL;84,4
Mujeres;Porcentajes total de módulos aprobados;ELECTRICIDAD Y ELECTRÓNICA;75,0
Mujeres;Porcentajes total de módulos aprobados;ENERGÍA Y AGUA;63,6
Mujeres;Porcentajes total de módulos aprobados;FABRICACIÓN MECÁNICA;78,6
Mujeres;Porcentajes total de módulos aprobados;HOSTELERÍA Y TURISMO;77,8
Mujeres;Porcentajes total de módulos aprobados;IMAGEN PERSONAL;80,9
Mujeres;Porcentajes total de módulos aprobados;IMAGEN Y SONIDO;84,5
Mujeres;Porcentajes total de módulos aprobados;INDUSTRIAS ALIMENTARIAS;78,5
Mujeres;Porcentajes total de módulos aprobados;INDUSTRIAS EXTRACTIVAS;100,0
Mujeres;Porcentajes total de módulos aprobados;INFORMÁTICA Y COMUNICACIONES;78,8
Mujeres;Porcentajes total de módulos aprobados;INSTALACIÓN Y MANTENIMIENTO;76,2
Mujeres;Porcentajes total de módulos aprobados;MADERA, MUEBLE Y CORCHO;79,9
Mujeres;Porcentajes total de módulos aprobados;MARÍTIMO-PESQUERA;85,7
Mujeres;Porcentajes total de módulos aprobados;QUÍMICA;75,9
Mujeres;Porcentajes total de módulos aprobados;SANIDAD;85,9
Mujeres;Porcentajes total de módulos aprobados;SEGURIDAD Y MEDIO AMBIENTE;75,2
Mujeres;Porcentajes total de módulos aprobados;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;87,7
Mujeres;Porcentajes total de módulos aprobados;TEXTIL, CONFECCIÓN Y PIEL;81,2
Mujeres;Porcentajes total de módulos aprobados;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;74,5
Mujeres;Porcentajes total de módulos aprobados;VIDRIO Y CERÁMICA;82,0
Mujeres;Andalucía;ACTIVIDADES FÍSICAS Y DEPORTIVAS;90,1
Mujeres;Andalucía;ADMINISTRACIÓN Y GESTIÓN;76,6
Mujeres;Andalucía;AGRARIA;84,9
Mujeres;Andalucía;ARTES GRÁFICAS;78,5
Mujeres;Andalucía;ARTES Y ARTESANÍAS;.
Mujeres;Andalucía;COMERCIO Y MARKETING;80,5
Mujeres;Andalucía;EDIFICACIÓN Y OBRA CIVIL;83,8
Mujeres;Andalucía;ELECTRICIDAD Y ELECTRÓNICA;71,0
Mujeres;Andalucía;ENERGÍA Y AGUA;100,0
Mujeres;Andalucía;FABRICACIÓN MECÁNICA;80,1
Mujeres;Andalucía;HOSTELERÍA Y TURISMO;80,4
Mujeres;Andalucía;IMAGEN PERSONAL;78,7
Mujeres;Andalucía;IMAGEN Y SONIDO;80,6
Mujeres;Andalucía;INDUSTRIAS ALIMENTARIAS;83,5
Mujeres;Andalucía;INDUSTRIAS EXTRACTIVAS;100,0
Mujeres;Andalucía;INFORMÁTICA Y COMUNICACIONES;75,8
Mujeres;Andalucía;INSTALACIÓN Y MANTENIMIENTO;58,4
Mujeres;Andalucía;MADERA, MUEBLE Y CORCHO;80,8
Mujeres;Andalucía;MARÍTIMO-PESQUERA;76,0
Mujeres;Andalucía;QUÍMICA;73,0
Mujeres;Andalucía;SANIDAD;89,4
Mujeres;Andalucía;SEGURIDAD Y MEDIO AMBIENTE;100,0
Mujeres;Andalucía;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;87,5
Mujeres;Andalucía;TEXTIL, CONFECCIÓN Y PIEL;86,1
Mujeres;Andalucía;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;65,6
Mujeres;Andalucía;VIDRIO Y CERÁMICA;.
Mujeres;Aragón;ACTIVIDADES FÍSICAS Y DEPORTIVAS;83,9
Mujeres;Aragón;ADMINISTRACIÓN Y GESTIÓN;73,4
Mujeres;Aragón;AGRARIA;84,4
Mujeres;Aragón;ARTES GRÁFICAS;86,5
Mujeres;Aragón;ARTES Y ARTESANÍAS;.
Mujeres;Aragón;COMERCIO Y MARKETING;77,8
Mujeres;Aragón;EDIFICACIÓN Y OBRA CIVIL;85,0
Mujeres;Aragón;ELECTRICIDAD Y ELECTRÓNICA;69,7
Mujeres;Aragón;ENERGÍA Y AGUA;.
Mujeres;Aragón;FABRICACIÓN MECÁNICA;67,9
Mujeres;Aragón;HOSTELERÍA Y TURISMO;77,6
Mujeres;Aragón;IMAGEN PERSONAL;86,3
Mujeres;Aragón;IMAGEN Y SONIDO;90,4
Mujeres;Aragón;INDUSTRIAS ALIMENTARIAS;77,2
Mujeres;Aragón;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Aragón;INFORMÁTICA Y COMUNICACIONES;82,2
Mujeres;Aragón;INSTALACIÓN Y MANTENIMIENTO;75,0
