Sexo,Comunidad autónoma,Familia profesional,Porcentajes total de módulos aprobados,nivel_educativo,Sexo_cod,Comunidad autónoma_cod,Familia profesional_cod,nivel_educativo_cod,exitoso,cluster
Hombres,La Rioja,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,76.0,MEDIO,1,13,24,1,0,0
Hombres,Ceuta,ACTIVIDADES FÍSICAS Y DEPORTIVAS,62.0,MEDIO,1,6,0,1,0,0
Hombres,Ceuta,ADMINISTRACIÓN Y GESTIÓN,0.0,MEDIO,1,6,1,1,0,1
Hombres,Ceuta,AGRARIA,47.7,MEDIO,1,6,2,1,0,0
Hombres,Ceuta,COMERCIO Y MARKETING,0.0,MEDIO,1,6,5,1,0,1
Hombres,Ceuta,EDIFICACIÓN Y OBRA CIVIL,76.6,MEDIO,1,6,6,1,0,0
Hombres,Ceuta,ELECTRICIDAD Y ELECTRÓNICA,56.0,MEDIO,1,6,7,1,0,0
Hombres,Ceuta,HOSTELERÍA Y TURISMO,50.7,MEDIO,1,6,10,1,0,0
Hombres,Ceuta,IMAGEN PERSONAL,63.3,MEDIO,1,6,11,1,0,0
Hombres,Ceuta,IMAGEN Y SONIDO,62.1,MEDIO,1,6,12,1,0,0
Hombres,Ceuta,INDUSTRIAS ALIMENTARIAS,50.0,MEDIO,1,6,13,1,0,0
Hombres,Ceuta,INFORMÁTICA Y COMUNICACIONES,0.0,MEDIO,1,6,15,1,0,1
Hombres,Ceuta,INSTALACIÓN Y MANTENIMIENTO,48.3,MEDIO,1,6,16,1,0,0
Hombres,Ceuta,SANIDAD,28.5,MEDIO,1,6,20,1,0,0
Hombres,Ceuta,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,75.0,MEDIO,1,6,22,1,0,0
Hombres,Ceuta,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,41.5,MEDIO,1,6,24,1,0,0
Hombres,Melilla,ACTIVIDADES FÍSICAS Y DEPORTIVAS,80.4,MEDIO,1,14,0,1,1,0
Hombres,Melilla,ADMINISTRACIÓN Y GESTIÓN,82.3,MEDIO,1,14,1,1,1,0
Hombres,Melilla,AGRARIA,71.6,MEDIO,1,14,2,1,0,0
Hombres,Melilla,COMERCIO Y MARKETING,54.3,MEDIO,1,14,5,1,0,0
Hombres,Melilla,ELECTRICIDAD Y ELECTRÓNICA,54.5,MEDIO,1,14,7,1,0,0
Hombres,Melilla,HOSTELERÍA Y TURISMO,68.1,MEDIO,1,14,10,1,0,0
Hombres,Melilla,IMAGEN PERSONAL,84.6,MEDIO,1,14,11,1,1,0
Hombres,Melilla,IMAGEN Y SONIDO,65.3,MEDIO,1,14,12,1,0,0
Hombres,Melilla,INFORMÁTICA Y COMUNICACIONES,75.6,MEDIO,1,14,15,1,0,0
Hombres,Melilla,INSTALACIÓN Y MANTENIMIENTO,55.6,MEDIO,1,14,16,1,0,0
Hombres,Melilla,SANIDAD,68.0,MEDIO,1,14,20,1,0,0
Hombres,Melilla,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,92.9,MEDIO,1,14,22,1,1,0
Hombres,Melilla,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,54.9,MEDIO,1,14,24,1,0,0
Mujeres,Andalucía,ACTIVIDADES FÍSICAS Y DEPORTIVAS,90.1,MEDIO,2,0,0,1,1,0
Mujeres,Andalucía,ADMINISTRACIÓN Y GESTIÓN,76.6,MEDIO,2,0,1,1,0,0
Mujeres,Andalucía,AGRARIA,84.9,MEDIO,2,0,2,1,1,0
Mujeres,Andalucía,ARTES GRÁFICAS,78.5,MEDIO,2,0,3,1,0,0
Mujeres,Andalucía,COMERCIO Y MARKETING,80.5,MEDIO,2,0,5,1,1,0
Mujeres,Andalucía,EDIFICACIÓN Y OBRA CIVIL,83.8,MEDIO,2,0,6,1,1,0
Mujeres,Andalucía,ELECTRICIDAD Y ELECTRÓNICA,71.0,MEDIO,2,0,7,1,0,0
Mujeres,Andalucía,ENERGÍA Y AGUA,100.0,MEDIO,2,0,8,1,1,0
Mujeres,Andalucía,FABRICACIÓN MECÁNICA,80.1,MEDIO,2,0,9,1,1,0
Mujeres,Andalucía,HOSTELERÍA Y TURISMO,80.4,MEDIO,2,0,10,1,1,0
Mujeres,Andalucía,IMAGEN PERSONAL,78.7,MEDIO,2,0,11,1,0,0
Mujeres,Andalucía,IMAGEN Y SONIDO,80.6,MEDIO,2,0,12,1,1,0
Mujeres,Andalucía,INDUSTRIAS ALIMENTARIAS,83.5,MEDIO,2,0,13,1,1,0
Mujeres,Andalucía,INDUSTRIAS EXTRACTIVAS,100.0,MEDIO,2,0,14,1,1,0
Mujeres,Andalucía,INFORMÁTICA Y COMUNICACIONES,75.8,MEDIO,2,0,15,1,0,0
Mujeres,Andalucía,INSTALACIÓN Y MANTENIMIENTO,58.4,MEDIO,2,0,16,1,0,0
Mujeres,Andalucía,"MADERA, MUEBLE Y CORCHO",80.8,MEDIO,2,0,17,1,1,0
Mujeres,Andalucía,MARÍTIMO-PESQUERA,76.0,MEDIO,2,0,18,1,0,0
Mujeres,Andalucía,QUÍMICA,73.0,MEDIO,2,0,19,1,0,0
Mujeres,Andalucía,SANIDAD,89.4,MEDIO,2,0,20,1,1,0
Mujeres,Andalucía,SEGURIDAD Y MEDIO AMBIENTE,100.0,MEDIO,2,0,21,1,1,0
Mujeres,Andalucía,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,87.5,MEDIO,2,0,22,1,1,0
Mujeres,Andalucía,"TEXTIL, CONFECCIÓN Y PIEL",86.1,MEDIO,2,0,23,1,1,0
Mujeres,Andalucía,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,65.6,MEDIO,2,0,24,1,0,0
Mujeres,Aragón,ACTIVIDADES FÍSICAS Y DEPORTIVAS,83.9,MEDIO,2,1,0,1,1,0
Mujeres,Aragón,ADMINISTRACIÓN Y GESTIÓN,73.4,MEDIO,2,1,1,1,0,0
Mujeres,Aragón,AGRARIA,84.4,MEDIO,2,1,2,1,1,0
Mujeres,Aragón,ARTES GRÁFICAS,86.5,MEDIO,2,1,3,1,1,0
Mujeres,Aragón,COMERCIO Y MARKETING,77.8,MEDIO,2,1,5,1,0,0
Mujeres,Aragón,EDIFICACIÓN Y OBRA CIVIL,85.0,MEDIO,2,1,6,1,1,0
Mujeres,Aragón,ELECTRICIDAD Y ELECTRÓNICA,69.7,MEDIO,2,1,7,1,0,0
Mujeres,Aragón,FABRICACIÓN MECÁNICA,67.9,MEDIO,2,1,9,1,0,0
Mujeres,Aragón,HOSTELERÍA Y TURISMO,77.6,MEDIO,2,1,10,1,0,0
Mujeres,Aragón,IMAGEN PERSONAL,86.3,MEDIO,2,1,11,1,1,0
Mujeres,Aragón,IMAGEN Y SONIDO,90.4,MEDIO,2,1,12,1,1,0
Mujeres,Aragón,INDUSTRIAS ALIMENTARIAS,77.2,MEDIO,2,1,13,1,0,0
Mujeres,Aragón,INFORMÁTICA Y COMUNICACIONES,82.2,MEDIO,2,1,15,1,1,0
Mujeres,Aragón,INSTALACIÓN Y MANTENIMIENTO,75.0,MEDIO,2,1,16,1,0,0
Mujeres,Aragón,"MADERA, MUEBLE Y CORCHO",66.7,MEDIO,2,1,17,1,0,0
Mujeres,Aragón,QUÍMICA,66.0,MEDIO,2,1,19,1,0,0
Mujeres,Aragón,SANIDAD,71.7,MEDIO,2,1,20,1,0,0
Mujeres,Aragón,SEGURIDAD Y MEDIO AMBIENTE,65.6,MEDIO,2,1,21,1,0,0
Mujeres,Aragón,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,85.1,MEDIO,2,1,22,1,1,0
Mujeres,Aragón,"TEXTIL, CONFECCIÓN Y PIEL",83.2,MEDIO,2,1,23,1,1,0
Mujeres,Aragón,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,78.0,MEDIO,2,1,24,1,0,0
Mujeres,Principado de Asturias,ACTIVIDADES FÍSICAS Y DEPORTIVAS,55.8,MEDIO,2,16,0,1,0,0
Mujeres,Principado de Asturias,ADMINISTRACIÓN Y GESTIÓN,64.2,MEDIO,2,16,1,1,0,0
Mujeres,Principado de Asturias,AGRARIA,66.1,MEDIO,2,16,2,1,0,0
Mujeres,Principado de Asturias,ARTES GRÁFICAS,61.5,MEDIO,2,16,3,1,0,0
Mujeres,Principado de Asturias,COMERCIO Y MARKETING,65.3,MEDIO,2,16,5,1,0,0
Mujeres,Principado de Asturias,ELECTRICIDAD Y ELECTRÓNICA,92.3,MEDIO,2,16,7,1,1,0
Mujeres,Principado de Asturias,FABRICACIÓN MECÁNICA,66.1,MEDIO,2,16,9,1,0,0
Mujeres,Principado de Asturias,HOSTELERÍA Y TURISMO,63.1,MEDIO,2,16,10,1,0,0
Mujeres,Principado de Asturias,IMAGEN PERSONAL,72.1,MEDIO,2,16,11,1,0,0
Mujeres,Principado de Asturias,IMAGEN Y SONIDO,75.0,MEDIO,2,16,12,1,0,0
Mujeres,Principado de Asturias,INDUSTRIAS ALIMENTARIAS,77.1,MEDIO,2,16,13,1,0,0
Mujeres,Principado de Asturias,INFORMÁTICA Y COMUNICACIONES,82.2,MEDIO,2,16,15,1,1,0
Mujeres,Principado de Asturias,INSTALACIÓN Y MANTENIMIENTO,68.8,MEDIO,2,16,16,1,0,0
Mujeres,Principado de Asturias,"MADERA, MUEBLE Y CORCHO",75.4,MEDIO,2,16,17,1,0,0
Mujeres,Principado de Asturias,MARÍTIMO-PESQUERA,78.4,MEDIO,2,16,18,1,0,0
Mujeres,Principado de Asturias,QUÍMICA,80.3,MEDIO,2,16,19,1,1,0
Mujeres,Principado de Asturias,SANIDAD,89.3,MEDIO,2,16,20,1,1,0
Mujeres,Principado de Asturias,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,81.6,MEDIO,2,16,22,1,1,0
Mujeres,Principado de Asturias,"TEXTIL, CONFECCIÓN Y PIEL",61.8,MEDIO,2,16,23,1,0,0
Mujeres,Principado de Asturias,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,66.7,MEDIO,2,16,24,1,0,0
Mujeres,Islas Baleares,ACTIVIDADES FÍSICAS Y DEPORTIVAS,87.4,MEDIO,2,12,0,1,1,0
Mujeres,Islas Baleares,ADMINISTRACIÓN Y GESTIÓN,86.0,MEDIO,2,12,1,1,1,0
Mujeres,Islas Baleares,AGRARIA,88.1,MEDIO,2,12,2,1,1,0
Mujeres,Islas Baleares,ARTES GRÁFICAS,89.7,MEDIO,2,12,3,1,1,0
Mujeres,Islas Baleares,COMERCIO Y MARKETING,81.8,MEDIO,2,12,5,1,1,0
Mujeres,Islas Baleares,EDIFICACIÓN Y OBRA CIVIL,84.9,MEDIO,2,12,6,1,1,0
Mujeres,Islas Baleares,ELECTRICIDAD Y ELECTRÓNICA,78.0,MEDIO,2,12,7,1,0,0
Mujeres,Islas Baleares,FABRICACIÓN MECÁNICA,100.0,MEDIO,2,12,9,1,1,0
Mujeres,Islas Baleares,HOSTELERÍA Y TURISMO,84.6,MEDIO,2,12,10,1,1,0
Mujeres,Islas Baleares,IMAGEN PERSONAL,87.8,MEDIO,2,12,11,1,1,0
Mujeres,Islas Baleares,IMAGEN Y SONIDO,93.7,MEDIO,2,12,12,1,1,0
Mujeres,Islas Baleares,INDUSTRIAS ALIMENTARIAS,91.6,MEDIO,2,12,13,1,1,0
Mujeres,Islas Baleares,INFORMÁTICA Y COMUNICACIONES,84.0,MEDIO,2,12,15,1,1,0
Mujeres,Islas Baleares,"MADERA, MUEBLE Y CORCHO",87.0,MEDIO,2,12,17,1,1,0
Mujeres,Islas Baleares,MARÍTIMO-PESQUERA,79.2,MEDIO,2,12,18,1,0,0
Mujeres,Islas Baleares,SANIDAD,89.0,MEDIO,2,12,20,1,1,0
Mujeres,Islas Baleares,SEGURIDAD Y MEDIO AMBIENTE,100.0,MEDIO,2,12,21,1,1,0
Mujeres,Islas Baleares,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,94.1,MEDIO,2,12,22,1,1,0
Mujeres,Islas Baleares,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,83.3,MEDIO,2,12,24,1,1,0
Mujeres,Canarias,ADMINISTRACIÓN Y GESTIÓN,74.8,MEDIO,2,2,1,1,0,0
Mujeres,Canarias,AGRARIA,83.1,MEDIO,2,2,2,1,1,0
Mujeres,Canarias,ARTES GRÁFICAS,83.5,MEDIO,2,2,3,1,1,0
Mujeres,Canarias,COMERCIO Y MARKETING,83.9,MEDIO,2,2,5,1,1,0
Mujeres,Canarias,EDIFICACIÓN Y OBRA CIVIL,62.9,MEDIO,2,2,6,1,0,0
Mujeres,Canarias,ELECTRICIDAD Y ELECTRÓNICA,51.3,MEDIO,2,2,7,1,0,0
Mujeres,Canarias,ENERGÍA Y AGUA,63.6,MEDIO,2,2,8,1,0,0
Mujeres,Canarias,FABRICACIÓN MECÁNICA,76.5,MEDIO,2,2,9,1,0,0
Mujeres,Canarias,HOSTELERÍA Y TURISMO,78.6,MEDIO,2,2,10,1,0,0
Mujeres,Canarias,IMAGEN PERSONAL,77.2,MEDIO,2,2,11,1,0,0
Mujeres,Canarias,IMAGEN Y SONIDO,65.3,MEDIO,2,2,12,1,0,0
Mujeres,Canarias,INDUSTRIAS ALIMENTARIAS,78.1,MEDIO,2,2,13,1,0,0
Mujeres,Canarias,INFORMÁTICA Y COMUNICACIONES,68.3,MEDIO,2,2,15,1,0,0
Mujeres,Canarias,INSTALACIÓN Y MANTENIMIENTO,55.6,MEDIO,2,2,16,1,0,0
Mujeres,Canarias,"MADERA, MUEBLE Y CORCHO",68.0,MEDIO,2,2,17,1,0,0
Mujeres,Canarias,MARÍTIMO-PESQUERA,86.0,MEDIO,2,2,18,1,1,0
Mujeres,Canarias,QUÍMICA,81.0,MEDIO,2,2,19,1,1,0
Mujeres,Canarias,SANIDAD,86.8,MEDIO,2,2,20,1,1,0
Mujeres,Canarias,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,87.5,MEDIO,2,2,22,1,1,0
Mujeres,Canarias,"TEXTIL, CONFECCIÓN Y PIEL",77.7,MEDIO,2,2,23,1,0,0
Mujeres,Canarias,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,73.1,MEDIO,2,2,24,1,0,0
Mujeres,Cantabria,ACTIVIDADES FÍSICAS Y DEPORTIVAS,97.7,MEDIO,2,3,0,1,1,0
Mujeres,Cantabria,ADMINISTRACIÓN Y GESTIÓN,93.6,MEDIO,2,3,1,1,1,0
Mujeres,Cantabria,AGRARIA,85.0,MEDIO,2,3,2,1,1,0
Mujeres,Cantabria,ARTES GRÁFICAS,97.0,MEDIO,2,3,3,1,1,0
Mujeres,Cantabria,COMERCIO Y MARKETING,87.6,MEDIO,2,3,5,1,1,0
Mujeres,Cantabria,EDIFICACIÓN Y OBRA CIVIL,100.0,MEDIO,2,3,6,1,1,0
Mujeres,Cantabria,ELECTRICIDAD Y ELECTRÓNICA,94.4,MEDIO,2,3,7,1,1,0
Mujeres,Cantabria,FABRICACIÓN MECÁNICA,100.0,MEDIO,2,3,9,1,1,0
Mujeres,Cantabria,HOSTELERÍA Y TURISMO,86.4,MEDIO,2,3,10,1,1,0
Mujeres,Cantabria,IMAGEN PERSONAL,90.6,MEDIO,2,3,11,1,1,0
Mujeres,Cantabria,INDUSTRIAS ALIMENTARIAS,92.1,MEDIO,2,3,13,1,1,0
Mujeres,Cantabria,INFORMÁTICA Y COMUNICACIONES,80.5,MEDIO,2,3,15,1,1,0
Mujeres,Cantabria,INSTALACIÓN Y MANTENIMIENTO,90.9,MEDIO,2,3,16,1,1,0
Mujeres,Cantabria,"MADERA, MUEBLE Y CORCHO",100.0,MEDIO,2,3,17,1,1,0
Mujeres,Cantabria,MARÍTIMO-PESQUERA,100.0,MEDIO,2,3,18,1,1,0
Mujeres,Cantabria,QUÍMICA,92.2,MEDIO,2,3,19,1,1,0
Mujeres,Cantabria,SANIDAD,95.0,MEDIO,2,3,20,1,1,0
Mujeres,Cantabria,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,90.8,MEDIO,2,3,22,1,1,0
Mujeres,Cantabria,"TEXTIL, CONFECCIÓN Y PIEL",93.4,MEDIO,2,3,23,1,1,0
Mujeres,Cantabria,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,81.2,MEDIO,2,3,24,1,1,0
Mujeres,Castilla y León,ACTIVIDADES FÍSICAS Y DEPORTIVAS,81.4,MEDIO,2,5,0,1,1,0
Mujeres,Castilla y León,ADMINISTRACIÓN Y GESTIÓN,74.2,MEDIO,2,5,1,1,0,0
Mujeres,Castilla y León,AGRARIA,75.2,MEDIO,2,5,2,1,0,0
Mujeres,Castilla y León,ARTES GRÁFICAS,76.0,MEDIO,2,5,3,1,0,0
Mujeres,Castilla y León,COMERCIO Y MARKETING,72.1,MEDIO,2,5,5,1,0,0
Mujeres,Castilla y León,EDIFICACIÓN Y OBRA CIVIL,81.8,MEDIO,2,5,6,1,1,0
Mujeres,Castilla y León,ELECTRICIDAD Y ELECTRÓNICA,61.4,MEDIO,2,5,7,1,0,0
Mujeres,Castilla y León,FABRICACIÓN MECÁNICA,60.9,MEDIO,2,5,9,1,0,0
Mujeres,Castilla y León,HOSTELERÍA Y TURISMO,68.1,MEDIO,2,5,10,1,0,0
Mujeres,Castilla y León,IMAGEN PERSONAL,71.3,MEDIO,2,5,11,1,0,0
Mujeres,Castilla y León,IMAGEN Y SONIDO,100.0,MEDIO,2,5,12,1,1,0
Mujeres,Castilla y León,INDUSTRIAS ALIMENTARIAS,81.3,MEDIO,2,5,13,1,1,0
Mujeres,Castilla y León,INFORMÁTICA Y COMUNICACIONES,68.2,MEDIO,2,5,15,1,0,0
Mujeres,Castilla y León,INSTALACIÓN Y MANTENIMIENTO,74.7,MEDIO,2,5,16,1,0,0
Mujeres,Castilla y León,"MADERA, MUEBLE Y CORCHO",44.8,MEDIO,2,5,17,1,0,0
Mujeres,Castilla y León,QUÍMICA,69.2,MEDIO,2,5,19,1,0,0
Mujeres,Castilla y León,SANIDAD,78.4,MEDIO,2,5,20,1,0,0
Mujeres,Castilla y León,SEGURIDAD Y MEDIO AMBIENTE,100.0,MEDIO,2,5,21,1,1,0
Mujeres,Castilla y León,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,85.3,MEDIO,2,5,22,1,1,0
Mujeres,Castilla y León,"TEXTIL, CONFECCIÓN Y PIEL",67.1,MEDIO,2,5,23,1,0,0
Mujeres,Castilla y León,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,69.9,MEDIO,2,5,24,1,0,0
Mujeres,Castilla La Mancha,ACTIVIDADES FÍSICAS Y DEPORTIVAS,96.2,MEDIO,2,4,0,1,1,0
Mujeres,Castilla La Mancha,ADMINISTRACIÓN Y GESTIÓN,93.8,MEDIO,2,4,1,1,1,0
Mujeres,Castilla La Mancha,AGRARIA,93.2,MEDIO,2,4,2,1,1,0
Mujeres,Castilla La Mancha,ARTES GRÁFICAS,96.7,MEDIO,2,4,3,1,1,0
Mujeres,Castilla La Mancha,COMERCIO Y MARKETING,95.4,MEDIO,2,4,5,1,1,0
Mujeres,Castilla La Mancha,EDIFICACIÓN Y OBRA CIVIL,100.0,MEDIO,2,4,6,1,1,0
Mujeres,Castilla La Mancha,ELECTRICIDAD Y ELECTRÓNICA,94.0,MEDIO,2,4,7,1,1,0
Mujeres,Castilla La Mancha,FABRICACIÓN MECÁNICA,100.0,MEDIO,2,4,9,1,1,0
Mujeres,Castilla La Mancha,HOSTELERÍA Y TURISMO,94.6,MEDIO,2,4,10,1,1,0
Mujeres,Castilla La Mancha,IMAGEN PERSONAL,94.4,MEDIO,2,4,11,1,1,0
Mujeres,Castilla La Mancha,IMAGEN Y SONIDO,100.0,MEDIO,2,4,12,1,1,0
Mujeres,Castilla La Mancha,INDUSTRIAS ALIMENTARIAS,95.9,MEDIO,2,4,13,1,1,0
Mujeres,Castilla La Mancha,INFORMÁTICA Y COMUNICACIONES,91.3,MEDIO,2,4,15,1,1,0
Mujeres,Castilla La Mancha,INSTALACIÓN Y MANTENIMIENTO,100.0,MEDIO,2,4,16,1,1,0
Mujeres,Castilla La Mancha,"MADERA, MUEBLE Y CORCHO",90.0,MEDIO,2,4,17,1,1,0
Mujeres,Castilla La Mancha,QUÍMICA,94.8,MEDIO,2,4,19,1,1,0
Mujeres,Castilla La Mancha,SANIDAD,97.8,MEDIO,2,4,20,1,1,0
Mujeres,Castilla La Mancha,SEGURIDAD Y MEDIO AMBIENTE,100.0,MEDIO,2,4,21,1,1,0
Mujeres,Castilla La Mancha,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,96.4,MEDIO,2,4,22,1,1,0
Mujeres,Castilla La Mancha,"TEXTIL, CONFECCIÓN Y PIEL",99.4,MEDIO,2,4,23,1,1,0
Mujeres,Castilla La Mancha,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,98.3,MEDIO,2,4,24,1,1,0
Mujeres,Comunitat Valenciana,ACTIVIDADES FÍSICAS Y DEPORTIVAS,88.3,MEDIO,2,9,0,1,1,0
Mujeres,Comunitat Valenciana,ADMINISTRACIÓN Y GESTIÓN,82.9,MEDIO,2,9,1,1,1,0
Mujeres,Comunitat Valenciana,AGRARIA,79.8,MEDIO,2,9,2,1,0,0
Mujeres,Comunitat Valenciana,ARTES GRÁFICAS,83.0,MEDIO,2,9,3,1,1,0
Mujeres,Comunitat Valenciana,COMERCIO Y MARKETING,86.5,MEDIO,2,9,5,1,1,0
Mujeres,Comunitat Valenciana,EDIFICACIÓN Y OBRA CIVIL,84.7,MEDIO,2,9,6,1,1,0
Mujeres,Comunitat Valenciana,ELECTRICIDAD Y ELECTRÓNICA,74.0,MEDIO,2,9,7,1,0,0
Mujeres,Comunitat Valenciana,ENERGÍA Y AGUA,56.3,MEDIO,2,9,8,1,0,0
Mujeres,Comunitat Valenciana,FABRICACIÓN MECÁNICA,81.9,MEDIO,2,9,9,1,1,0
Mujeres,Comunitat Valenciana,HOSTELERÍA Y TURISMO,77.9,MEDIO,2,9,10,1,0,0
Mujeres,Comunitat Valenciana,IMAGEN PERSONAL,81.8,MEDIO,2,9,11,1,1,0
Mujeres,Comunitat Valenciana,IMAGEN Y SONIDO,80.8,MEDIO,2,9,12,1,1,0
Mujeres,Comunitat Valenciana,INDUSTRIAS ALIMENTARIAS,81.8,MEDIO,2,9,13,1,1,0
Mujeres,Comunitat Valenciana,INFORMÁTICA Y COMUNICACIONES,81.8,MEDIO,2,9,15,1,1,0
Mujeres,Comunitat Valenciana,INSTALACIÓN Y MANTENIMIENTO,73.2,MEDIO,2,9,16,1,0,0
Mujeres,Comunitat Valenciana,"MADERA, MUEBLE Y CORCHO",79.9,MEDIO,2,9,17,1,0,0
Mujeres,Comunitat Valenciana,MARÍTIMO-PESQUERA,85.7,MEDIO,2,9,18,1,1,0
Mujeres,Comunitat Valenciana,QUÍMICA,78.2,MEDIO,2,9,19,1,0,0
Mujeres,Comunitat Valenciana,SANIDAD,84.8,MEDIO,2,9,20,1,1,0
Mujeres,Comunitat Valenciana,SEGURIDAD Y MEDIO AMBIENTE,88.0,MEDIO,2,9,21,1,1,0
Mujeres,Comunitat Valenciana,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,87.5,MEDIO,2,9,22,1,1,0
Mujeres,Comunitat Valenciana,"TEXTIL, CONFECCIÓN Y PIEL",90.0,MEDIO,2,9,23,1,1,0
Mujeres,Comunitat Valenciana,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,73.6,MEDIO,2,9,24,1,0,0
Mujeres,Comunitat Valenciana,VIDRIO Y CERÁMICA,82.0,MEDIO,2,9,25,1,1,0
Mujeres,Extremadura,ACTIVIDADES FÍSICAS Y DEPORTIVAS,87.3,MEDIO,2,10,0,1,1,0
Mujeres,Extremadura,ADMINISTRACIÓN Y GESTIÓN,79.0,MEDIO,2,10,1,1,0,0
Mujeres,Extremadura,AGRARIA,90.0,MEDIO,2,10,2,1,1,0
Mujeres,Extremadura,ARTES GRÁFICAS,95.2,MEDIO,2,10,3,1,1,0
Mujeres,Extremadura,COMERCIO Y MARKETING,90.1,MEDIO,2,10,5,1,1,0
Mujeres,Extremadura,EDIFICACIÓN Y OBRA CIVIL,73.0,MEDIO,2,10,6,1,0,0
Mujeres,Extremadura,ELECTRICIDAD Y ELECTRÓNICA,95.3,MEDIO,2,10,7,1,1,0
Mujeres,Extremadura,FABRICACIÓN MECÁNICA,90.0,MEDIO,2,10,9,1,1,0
Mujeres,Extremadura,HOSTELERÍA Y TURISMO,71.9,MEDIO,2,10,10,1,0,0
Mujeres,Extremadura,IMAGEN PERSONAL,84.3,MEDIO,2,10,11,1,1,0
Mujeres,Extremadura,INDUSTRIAS ALIMENTARIAS,82.0,MEDIO,2,10,13,1,1,0
Mujeres,Extremadura,INFORMÁTICA Y COMUNICACIONES,72.4,MEDIO,2,10,15,1,0,0
Mujeres,Extremadura,INSTALACIÓN Y MANTENIMIENTO,0.0,MEDIO,2,10,16,1,0,1
Mujeres,Extremadura,"MADERA, MUEBLE Y CORCHO",100.0,MEDIO,2,10,17,1,1,0
Mujeres,Extremadura,QUÍMICA,63.7,MEDIO,2,10,19,1,0,0
Mujeres,Extremadura,SANIDAD,86.6,MEDIO,2,10,20,1,1,0
Mujeres,Extremadura,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,89.3,MEDIO,2,10,22,1,1,0
Mujeres,Extremadura,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,74.6,MEDIO,2,10,24,1,0,0
Mujeres,Galicia,ACTIVIDADES FÍSICAS Y DEPORTIVAS,90.2,MEDIO,2,11,0,1,1,0
Mujeres,Galicia,ADMINISTRACIÓN Y GESTIÓN,76.2,MEDIO,2,11,1,1,0,0
Mujeres,Galicia,AGRARIA,89.5,MEDIO,2,11,2,1,1,0
Mujeres,Galicia,ARTES GRÁFICAS,79.9,MEDIO,2,11,3,1,0,0
Mujeres,Galicia,COMERCIO Y MARKETING,87.6,MEDIO,2,11,5,1,1,0
Mujeres,Galicia,EDIFICACIÓN Y OBRA CIVIL,85.7,MEDIO,2,11,6,1,1,0
Mujeres,Galicia,ELECTRICIDAD Y ELECTRÓNICA,70.8,MEDIO,2,11,7,1,0,0
Mujeres,Galicia,FABRICACIÓN MECÁNICA,67.2,MEDIO,2,11,9,1,0,0
Mujeres,Galicia,HOSTELERÍA Y TURISMO,80.0,MEDIO,2,11,10,1,1,0
Mujeres,Galicia,IMAGEN PERSONAL,81.7,MEDIO,2,11,11,1,1,0
Mujeres,Galicia,IMAGEN Y SONIDO,86.4,MEDIO,2,11,12,1,1,0
Mujeres,Galicia,INDUSTRIAS ALIMENTARIAS,82.0,MEDIO,2,11,13,1,1,0
Mujeres,Galicia,INFORMÁTICA Y COMUNICACIONES,78.8,MEDIO,2,11,15,1,0,0
Mujeres,Galicia,INSTALACIÓN Y MANTENIMIENTO,60.6,MEDIO,2,11,16,1,0,0
Mujeres,Galicia,"MADERA, MUEBLE Y CORCHO",73.5,MEDIO,2,11,17,1,0,0
Mujeres,Galicia,MARÍTIMO-PESQUERA,91.5,MEDIO,2,11,18,1,1,0
Mujeres,Galicia,QUÍMICA,69.9,MEDIO,2,11,19,1,0,0
Mujeres,Galicia,SANIDAD,88.2,MEDIO,2,11,20,1,1,0
Mujeres,Galicia,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,88.7,MEDIO,2,11,22,1,1,0
Mujeres,Galicia,"TEXTIL, CONFECCIÓN Y PIEL",92.1,MEDIO,2,11,23,1,1,0
